Aktuell_vermietet,Badewanne,Balkon,Barrierefrei,Baujahr,Dachboden,Denkmalobjekt,Dusche,Einbaukueche,Einliegerwohnung,Preis__in__EUR,Gaeste_WC,Garage_Stellplatz,Garten__mitnutzung,Grundstuecksflaeche__m2,Haustiere_erlaubt,Haustyp,Heizkosten__in__EUR,Heizungsart,Keller,Moebliert_Teilmoebliert,Provision__in__EUR,Terrasse,Verfuegbar_ab_Jahr,Verfuegbar_ab_Monat,Verkaeufer,Wohnflaeche__m2,Zimmer,adid,kw,plz,posterid
,,,,,,,,,,"207000","true",,,"550",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660711293","Ideal_fuer_die_junge_Familie","97725","46541269"
,,,,,,,,,,"206000","true",,,"710",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","725840067","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97725","46541269"
,,,,,,,,,,"204000","true",,,"610",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683198802","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97725","46541269"
,,,,,,,,,,"235000","true",,,"520",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660710877","Da_kommt_Lebensfreude_auf","97762","46541269"
,,,,,,,,,,"296000","true",,,"990",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","725840018","Alle_unter_einem_Dach","97762","46541269"
,,,,,,,,,,"235000","true",,,"520",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","5","683199542","Schlanke_Bauweise_schafft_viel_Platz_zum_Wohnen_und...","97762","46541269"
,,,,,,,,,,"245000","true",,,"520",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683199137","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97762","46541269"
,,,,,,,,,,"245000","true",,,"690",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","709388767","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97762","46541269"
,,,,,,,,,,"259000","true",,,"550",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683199190","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97762","46541269"
,,,,,,,,,,"239000","true",,,"620",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660710703","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97762","46541269"
,,,,,,,,,,"299000","true",,,"610",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660711069","Da_kommt_Lebensfreude_auf","97762","46541269"
,,,,,,,,,,"176000","true",,,"600",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660711612","Modernes_Wohnen_auf_den_Punkt_gebracht","97816","46541269"
,,,,,,,,,,"181000","true",,,"560",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660711528","Da_kommt_Lebensfreude_auf","97816","46541269"
,,,,,,,,,,"265000","true",,,"1130",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660711687","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97816","46541269"
,,,,,,,,,,"255000","true",,,"880",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","708148323","Alle_unter_einem_Dach","97450","46541269"
,,,,,,,,,,"285000","true",,,"1080",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","660712250","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97450","46541269"
,,,,,,,,,,"319000","true",,,"680",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","683199362","Da_kommt_Lebensfreude_auf","97762","46541269"
,,,,,,,,,,"205000","true",,,"880",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","708148391","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97450","46541269"
,,,,,,,,,,"256000","true",,,"830",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","708148964","Heute_schon_an_die_Zukunft_denken___komfortables...","97450","46541269"
,,,,,,,,,,"207000","true",,,"550",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660711772","Heute_schon_an_die_Zukunft_denken___komfortables...","97450","46541269"
,,,,,,,,,,"233000","true",,,"780",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","708148842","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97450","46541269"
,,,,,,,,,,"230000","true",,,"760",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","708148181","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97450","46541269"
,,,,,,,,,,"265000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712206","Da_kommt_Lebensfreude_auf","97450","46541269"
,,,,,,,,,,"281000","true",,,"880",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712456","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97450","46541269"
,,,,,,,,,,"189000","true",,,"930",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643038701","Ideal_fuer_die_junge_Familie","97711","46541269"
,,,,,,,,,,"199000","true",,,"930",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643038375","Da_kommt_Lebensfreude_auf","97711","46541269"
,,,,,,,,,,"203000","true",,,"660",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683199214","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97711","46541269"
,,,,,,,,,,"252000","true",,,"1280",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","683199383","Da_kommt_Lebensfreude_auf","97711","46541269"
,,,,,,,,,,"215000","true",,,"990",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","708147973","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97711","46541269"
,,,,,,,,,,"196000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","708147923","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97711","46541269"
,,,,,,,,,,"193000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683199095","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97711","46541269"
,,,,,,,,,,"265000","true",,,"1340",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","643038550","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97711","46541269"
,,,,,,,,,,"199000","true",,,"840",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","708147913","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97711","46541269"
,,,,,,,,,,"212000","true",,,"700",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646811115","Ideal_fuer_die_junge_Familie","97657","46541269"
,,,,,,,,,,"259000","true",,,"980",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646811232","Da_kommt_Lebensfreude_auf","97657","46541269"
,,,,,,,,,,"206000","true",,,"1490",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","646811091","Vielfaeltige_Moeglichkeiten_und_der_Vorteil__sich_auf...","97657","46541269"
,,,,,,,,,,"208000","true",,,"860",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646811613","Ideal_fuer_die_junge_Familie","97657","46541269"
,,,,,,,,,,"187000","true",,,"860",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","646811726","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97657","46541269"
,,,,,,,,,,"196000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","646811540","Endlich_genug_Raum_fuer_alle","97657","46541269"
,,,,,,,,,,"261000","true",,,"950",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646811448","Da_kommt_Lebensfreude_auf","97657","46541269"
,,,,,,,,,,"191000","true",,,"710",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","646811410","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97657","46541269"
,,,,,,,,,,"202000","true",,,"730",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","646811491","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97657","46541269"
,,,,,,,,,,"253000","true",,,"1100",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","646811951","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97647","46541269"
,,,,,,,,,,"243000","true",,,"740",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660710463","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97711","46541269"
,,,,,,,,,,"293000","true",,,"830",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660710476","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97688","46541269"
,"true",,,,,,,,,"213500","true","true",,"349.00",,"einfamilienhaus",,"fussbodenheizung",,,"nein","true",,,"gewerblich","160","5.0","655921934","Schalten_Sie_auf_Zukunft___viel_Raum_und_niedrige...","34369","44433753"
,"true",,,"1997",,,"true",,,"595000","true",,"true","450.00",,"einfamilienhaus",,,"true",,"ja","true",,,"gewerblich","160","4.0","743917440","Luxurioeses_Einfamilienhaus_in_ruhiger_Lage","22885","36935269"
,,,,"1977",,,"true","true",,"79000",,"true","true","617",,"andere",,"etagenheizung","true",,"ja","true",,,"gewerblich","60","2","698312897","ObjNr:15551___Schoenes__modernisiertes_Wochenendhaus_in...","67098","32583740"
,,,,,,,,,,"219000","true",,,"1340",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643038932","Ideal_fuer_die_junge_Familie","97711","46541269"
,,,,"1970",,,"true",,,"68000",,,"true","535",,"andere",,"ofenheizung",,,"ja","true",,,"gewerblich","40","2","667233554","ObjNr:B_14382___Ihr_Wochenendhaus!!!","67098","34169592"
,"true",,,"1935","true",,"true","true",,"83900",,,"true","10",,"andere",,"oelheizung",,"true","nein",,"2017","10","privat","100","4","704634569","Kleines_gemuetliches_saniertes_Haeuschen_ab_11/2017","92555","14974306"
,,,,"1974",,,"true","true",,"83000",,,"true","674",,"bungalow",,"ofenheizung","true","true","nein",,"2017","8","privat","60","4","685845550","Feriendomizil_sucht_neuen_Hausherren","48691","11660392"
,,,,,,,,,,"269000","true",,,"1490",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","646811017","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97657","46541269"
,"true","true",,,,,"true","true",,"250000","true","true","true","1000",,"mehrfamilienhaus",,"oelheizung","true","true","nein",,"2018","1","privat","160","8","744960041","grosses_Haus__grosser_Garten__viel_Nebengelass__viele_Moeglichkeiten","99706","22665789"
,"true",,,"2017",,,,,,"482000","true","true",,"445.00",,"einfamilienhaus",,"zentralheizung",,,"nein","true",,,"gewerblich","160","4.0","649288593","Atemberaubende_Architektur__nicht_nur_fuer_Designer!...","61130","44433753"
,,,,"2002",,,"true","true",,"335000","true",,,"700",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","140","5","682287923","Hoppegarten/OT_Hoenow:Familienfreundliches_EFH_mit_5...","15366","17199830"
,,,,,,,,,,"188000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","646811323","Da_kommt_Lebensfreude_auf","97657","46541269"
,,,,,,,,,,"233000","true",,,"860",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646811874","Da_kommt_Lebensfreude_auf","97647","46541269"
,,,,,,,,,,"246000","true",,,"860",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660710447","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97786","46541269"
,,,,,,,,,,"201000","true",,,"510",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643549235","Da_kommt_Lebensfreude_auf","97688","46541269"
,,,,,,,,,,"284000","true",,,"833",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","668028704","Ideal_fuer_die_junge_Familie","97688","46541269"
,,,,,,,,,,"309000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643038863","Da_kommt_Lebensfreude_auf","97688","46541269"
,,,,,,,,,,"253000","true",,,"920",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643038272","Ideal_fuer_die_junge_Familie","97688","46541269"
,,,,"1975",,,"true",,,"54000",,,"true","600",,"andere",,"ofenheizung",,,"ja","true",,,"gewerblich","60","3","633936644","Wochenendhaus_in_Wald__und_Wassernaehe","14727","42424479"
,"true",,,"1997","true",,"true","true",,"350000","true","true","true","1017",,"einfamilienhaus",,"oelheizung","true","true","nein","true","2017","11","privat","160","5","751654082","Vertraeumtes_4_5_Zimmer_Haeuschen_im_Gruenen__am_Bergedorfer_Gehoelz","21465","51307064"
,,,,,,,,,,"339000","true",,,"1180",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","643038462","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97688","46541269"
,,,,,,,,,,"259000","true",,,"920",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","643041277","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97688","46541269"
,,,,,,,,,,"238000","true",,,"830",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660711345","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97688","46541269"
,,,,,,,,,,"329000","true",,,"1180",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643037987","Da_kommt_Lebensfreude_auf","97688","46541269"
,,,,,,,,,,"216000","true",,,"510",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","643039029","Da_kommt_Lebensfreude_auf","97688","46541269"
,,,,,,,,,,"254000","true",,,"1000",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","683199401","Da_kommt_Lebensfreude_auf","97786","46541269"
,,,,,,,,,,"259000","true",,,"833",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","643037970","Ideal_fuer_die_junge_Familie","97688","46541269"
,,,,,,,,,,"204000","true",,,"760",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660711182","Ideal_fuer_die_junge_Familie","97786","46541269"
,,,,,,,,,,"253000","true",,,"1000",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","683199421","Alle_unter_einem_Dach","97786","46541269"
,,,,,,,,,,"184000","true",,,"520",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660710749","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97786","46541269"
,,,,,,,,,,"189000","true",,,"520",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","120","4","660710493","Heute_schon_an_die_Zukunft_denken___komfortables...","97786","46541269"
,,,,,,,,,,"193000","true",,,"730",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683199080","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97786","46541269"
,,,,,,,,,,"194000","true",,,"670",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660710587","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97786","46541269"
,"true",,,"1997","true",,"true","true",,"1750","true","true","true",,,"einfamilienhaus",,"oelheizung","true","true",,"true","2017","11","privat","160","5","751675477","Vertraeumtes_5_Zimmer_Haeuschen_im_Gruenen__am_Bergedorfer_Gehoelz","21465","51307064"
,,,,,,,,,,"214000","true",,,"1000",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683199242","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97786","46541269"
,,,,,,,,,,"279000","true",,,"1000",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660710391","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97786","46541269"
,,,,,,,,,,"275000","true",,,"910",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660711832","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97849","46541269"
,,,,,,,,,,"254000","true",,,"770",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660713845","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97778","46541269"
,,,,,,,,,,"179000","true",,,"620",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660710775","Modernes_Wohnen_auf_den_Punkt_gebracht","97711","46541269"
,,,,,,,,,,"239000","true",,,"980",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","646811846","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97647","46541269"
,,,,,,,,,,"179000","true",,,"520",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660710951","Ideal_fuer_die_junge_Familie","97786","46541269"
,,,,,,,,,,"178000","true",,,"860",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","646811912","Da_kommt_Lebensfreude_auf","97647","46541269"
,,,,,,,,,,"179000","true",,,"980",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646811897","Ideal_fuer_die_junge_Familie","97647","46541269"
,,,,,,,,,,"233000","true",,,"860",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646811828","Ideal_fuer_die_junge_Familie","97647","46541269"
,,,,,,,,,,"172000","true",,,"860",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","646811937","Modernes_Wohnen_auf_den_Punkt_gebracht","97647","46541269"
,,,,,,,,,,"204000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646811143","Ideal_fuer_die_junge_Familie","97657","46541269"
,,,,,,,,,,"284000","true",,,"1490",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","646810950","Pures_Wohnvergnuegen_fuer_die_ganze_Familie","97657","46541269"
,,,,,,,,,,"191000","true",,,"710",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","646811506","Ein_Hauch_von_Italien_und_immerwaehrendem_Urlaub","97657","46541269"
,"true",,,"1982",,,,,,"300000","true","true",,"709",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","4","683432459","Hoppegarten___Hoenow:_EFH_auf_gruenem_Eckgrundstueck_in...","15366","17199830"
,"true",,,"1900",,,"true","true",,"120000",,"true",,"267",,"mehrfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","140","6","729794058","Gnoien___zwei_Haeuser___ein_Preis!","17179","33479816"
,,,,"2002",,,,,,"429000",,"true",,"2600",,"einfamilienhaus",,"andere",,,"ja",,,,"gewerblich","160","6","672200019","Landhaus_Traum___modern__grosszuegig_und_komfortabel_im...","18465","45544512"
,"true",,,"2005","true",,"true",,,"179000","true","true",,"4200",,"einfamilienhaus",,"gasheizung",,,"nein",,"2017","10","privat","160","5","711266154","Landhaus_mit_grossem_Grundstueck_in_traumhafter_Lage","17179","24620358"
,,,,,,,,,,"259000","true",,,"680",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713219","Da_kommt_Lebensfreude_auf","97849","46541269"
,,,,,,,,,,"191000","true",,,"590",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713875","Ideal_fuer_die_junge_Familie","97778","46541269"
,,,,,,,,,,"189000","true",,,"540",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713545","Ideal_fuer_die_junge_Familie","97780","46541269"
,,,,,,,,,,"239000","true",,,"590",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660712397","Vielfaeltige_Moeglichkeiten_und_der_Vorteil__sich_auf...","97828","46541269"
,,,,,,,,,,"245000","true",,,"970",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","725839279","Endlich_genug_Raum_fuer_alle","97753","46541269"
,,,,,,,,,,"182000","true",,,"470",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","668028729","Ideal_fuer_die_junge_Familie","97828","46541269"
,,,,,,,,,,"254000","true",,,"960",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","683199037","Da_kommt_Lebensfreude_auf","97705","46541269"
,,,,,,,,,,"196000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660713626","Viel_Raum_in_klassischem_Design_und_zeitloser_Eleganz","97907","46541269"
,,,,"1950",,,,,,"147500",,"true",,"1200",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","140","5","741741055","Einfamilienhaus_mit_grossem_Garten__Garage_und_viel...","97647","35878857"
,,,,,,,,,,"249000","true",,,"660",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713890","Da_kommt_Lebensfreude_auf","97778","46541269"
,,,,,,,,,,"239000","true",,,"770",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","660713857","Alle_unter_einem_Dach","97778","46541269"
,,,,,,,,,,"253000","true",,,"1450",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713902","Ideal_fuer_die_junge_Familie","97778","46541269"
,,,,,,,,,,"211000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660712992","Endlich_genug_Raum_fuer_alle","97849","46541269"
,,,,,,,,,,"260000","true",,,"910",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","660711957","Alle_unter_einem_Dach","97849","46541269"
,,,,,,,,,,"211000","true",,,"630",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660711899","Endlich_genug_Raum_fuer_alle","97849","46541269"
,"true",,"true","2001","true",,"true","true",,"420000","true","true",,"700",,"einfamilienhaus",,"gasheizung",,,"nein","true","2018","1","privat","160","6","734566907","PROVISIONSFREI_EINFAMILIENHAUS","29640","28323946"
,,,,,,,,,,"244000","true",,,"680",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","660713067","Alle_unter_einem_Dach","97849","46541269"
,,,,,,,,,,"197000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713184","Ideal_fuer_die_junge_Familie","97849","46541269"
,,,,,,,,,,"254000","true",,,"730",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713558","Da_kommt_Lebensfreude_auf","97780","46541269"
,,,,,,,,,,"205000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","668028766","Ideal_fuer_die_junge_Familie","97828","46541269"
,,,,,,,,,,"325000","true",,,"970",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","708149092","Ideal_fuer_die_junge_Familie","97753","46541269"
,,,,,,,,,,"252000","true",,,"1280",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","668028868","Alle_unter_einem_Dach","97828","46541269"
,,,,,,,,,,"175000","true",,,"540",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660710801","Modernes_Wohnen_auf_den_Punkt_gebracht","97705","46541269"
,,,,"1870",,,,,,"35000",,,,"464",,"bauernhaus",,,,,"nein",,,,"gewerblich","100","5","743992413","Ene__mene_Ziegenbart___ein_Hexenhaeusle_Abaco...","97907","32248047"
,,,,,,,,,,"287000","true",,,"930",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","8","660713590","Das_perfekte_Eigenheim_fuer_die_grosse_Familie","97907","46541269"
,,,,,,,,,,"199000","true",,,"500",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660712884","Ideal_fuer_die_junge_Familie","97842","46541269"
,,,,,,,,,,"218000","true",,,"600",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","660711911","Endlich_genug_Raum_fuer_alle","97842","46541269"
,,,,,,,,,,"264000","true",,,"750",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","6","708148142","Alle_unter_einem_Dach","97517","46541269"
,,,,,,,,,,"192000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660712081","Modernes_Wohnen_auf_den_Punkt_gebracht","97849","46541269"
,,,,,,,,,,"207000","true",,,"650",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660712001","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97849","46541269"
,,,,,,,,,,"203000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660713109","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97849","46541269"
,,,,,,,,,,"186000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713651","Ideal_fuer_die_junge_Familie","97907","46541269"
,,,,,,,,,,"181000","true",,,"550",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660713641","Modernes_Wohnen_auf_den_Punkt_gebracht","97907","46541269"
,,,,,,,,,,"206000","true",,,"780",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","4","683198824","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97705","46541269"
,,,,,,,,,,"305000","true",,,"700",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","708149001","Da_kommt_Lebensfreude_auf","97753","46541269"
,,,,,,,,,,"181000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660713383","Modernes_Wohnen_auf_den_Punkt_gebracht","97828","46541269"
,,,,,,,,,,"242000","true",,,"570",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","160","5","660713396","Da_kommt_Lebensfreude_auf","97828","46541269"
,,,,,,,,,,"212000","true",,,"580",,"einfamilienhaus",,"fussbodenheizung",,,"nein",,,,"gewerblich","140","4","660712011","Individuelles_Wohnerlebnis_ganz_nach_ihren_eigenen...","97842","46541269"
